,content
2218,"Amazing app, I just wish there was a Zelle integration (like the one with Venmo)"
2219,"Excellent app I've been using for many years now. The recent design overhaul is refreshing and actually improved the UX. One of the few apps I pay for, even though I'm not using the premium features often. Kudos from a fellow app developer."
2220,Great personal tool to manage expenses among groups...
2221,Good app to keep transaction between family and friends
2222,"Awesome from its inception, better with every year."
2223,brilliant! exactly what I needed for house budget!
2224,"I love the design update! The new UX has so many of the improvements I needed, and some I didn't realize I needed. As a UX designer, it's so satisfying to see such great work. Thank you!"
2225,Really good way of keeping track of finances in a shared house
2226,"One of the most useful apps I have seen for splitting payments, easily with only a click of a button. Allows for many different methods of splitting equally/unequally. Easy to get new people on board and invited to your group. Only could do with an improvement to allow removing people (within the group) from a split payment. Also could allow do with a ""split the the rest equally "" button."
2227,Really good application for personal uses And better then other app.
2228,"It's a great app for taking notes about tour spendings, mainly If tou haver a group of people which tou share bills and other expenses with. There are many options on how the expenses were paid and who owes who. The latest version has greatly improved the user interface with a more modern look, which fits well with current standards. Overall, super recommended, 10/10"
2229,"Hahaha sometimes the solution to your issue is right in front of your face and that's why you cannot see it... I suppose. The app is great, functionality is on point"
2230,"Most useful app to maintain transactions with your friends. Easy to use, easy to manage, data is synchronised neatly. Loved it"
2231,Super helpful and easy to use
2232,"Great app for recording purchases amongst people. Used it with a group of friends over a long vacation, made keeping track of everything financial a breeze. Now I use it in everyday life to keep track of my girlfriend and my split finances, ie who owes how much after bills are paid. Literally a life saver, even better when recording expenses for groups greater than 2. The new UI looks great as well. Everything seems modernized and streamlined. UX is fantastic."
2233,"What an amazing app, even better with the update. I am using the free tier, as it is enough for what I need and I am really grateful for it. It has become invaluable on the group trips. And extremely useful on the daily basis for shared expenses. Please add dark mode."
2234,"The app made the whole trip so stressfree! No matter who spends, all can be entered on the app in a few clicks and it splits it automatically. The simplified pay option is a real life and time saver! Going to use it for daily commutation too now! Would like to see more payment merchants integration. Kudos to the creators!"
2235,The latest update is irritating. Not at all user friendly and it hangs. Hope it improves soon.🙄
2236,Simply the best. This makes group trips and apartment living so much easier and less stressful for everyone. It links up really nice with Venmo and has a clean and smooth interface. I would highly highly recommend this app to anyone who has to split costs or plan a group trip of any kind.
2237,Awesome experience with this application. No single bug always shows correct and 100 % accuracy results.
2238,Unique app.. Loved it.
2239,Great app to track expenses with a big group and/ or with someone you regularly meet. It meets all my requirements: quick and easy to use.
2240,Very nice app I have been using from 4years.
2241,"Really amazing app, specially for group travellers and hostellers, it makes your daily routine so easy you cant imagine, also there is one functionality for sattlement thats really great feature to reduce transactions among group."
2242,It is very very helpful. We used this app during our trip and was too good. App is easy to use and it has good interface. Best app to split money.
2243,The new material theme looks insanely good! Great work! The concept of splitwise pro is bad through ☹️. I would prefer a splash screen with an advertisement and full features.
2244,"I used to love this app. However, now it shows wrong break ups and calculations. I have even emailed the support team, but no reply yet. Edit : Got reply from support team. Issue resolved. Thanks."
2245,update #4: It shows the date now!! much better! Receipt cropping issue has been fixed. The support team was very responsive and professional.
2246,"Easy to use, stable app, reliable"
2247,"Splitwise is awesome, I've been using it for years and had many many friends sign up as well -- all very pleased!"
2248,"It seems like it doesn't do much, but the one thing it does, it does well. I have used it with my boyfriend-fiance-husband through the last few years to keep track of shared expenses."
2249,An already great app made superb with the modern UI update! Looks super aesthetically pleasing to the point where I feel like I want to split more bills with friends.
2250,My roommates and I constantly struggles to keep track of who owed what to whom. Splitwise makes this process unbelievably easy. Cannot recommend this product enough.
2251,"Best app, but anyone can settle up balance of anyone in same group. It will lead to misunderstanding so please provide such a arrangement so that only money receiver can settle up the balance."
2252,"One of the best app, makes life easy."
2253,Superb app
2254,Well its definitely very useful app. Save a lot of time when you are living in sharing apartment with friends. Very usefull kudos to the founders...
2255,Went on a girls trip to Mexico! This was so easy perfect way to keep track of expenses!!!
2256,Very convenient. Love it
2257,Love it
2258,Mast h re baba
2259,Simply awesome
2260,Really amazing app! 😍❤️
2261,"Really good app to keep track of what you owe, also has cute bunnies! I've used this app for years."
2262,Very good and useful app
2263,Best app to manage home expenses and similarly holiday trip expenses. We can log expenses and allow app to calculate and eventually settle accounts
2264,Been using it for 7 yrs now the best split app.... Consistent
2265,Unique app.. Loved it.
2266,"Increíble, sobre todo para viajes de muchas personas, poder dividir gastos por parte de los integrantes del grupo es una de las mejores cosas que vi"
2267,Amazing app
2268,"Dear devolpers, I use this app with my friends to maintain the account everything is fine , can we get a update or feature where we can know how much one individually spent in a month ?? Like x spent total this much amount owes this much amount like that . Regards Suvodeep"
2269,Nice app. I loving it.
2270,Super app working smoothly and satisfying the requirements.
2271,great
2272,Awesome. Helped a lot to manage amounts with friends
2273,Great app to keep a record of all the borrowings and all
2274,Nice application.
2275,"Greatest apps ever. I don't have any comments on the apps. It just a great apps. I think they have their own server because if I record the expenses, my friend also will get the notification no matter where they are. However the pro version price is quite expensive for me because u need to pay every month. If the price is only one-off payment, maybe I will consider to purchase it to support."
2276,Fantastic and very useful!
2277,This is the best app for money management among friends and family. I would recommend this app to all my friends when needed.
2278,"Yes it's ia great app for room mate , you don't need to beraca diary or hisab kitab for that ...awsmmm"
2279,Loved it
2280,I love this app it's very cool features and it's very helpful for who shared room or rent room outside from home.
2281,"Love this app. It makes life super easy when you want to track group expenditure. The customisation available to split the cost is extremely helpful. Also for a solo traveller it helps keeping track of your own expenses. Overall, it is a fabulous product which comes in very handy."
2282,Nice
2283,Very good
2284,Exceptional tool for finance management
2285,Fantastic way to track loans to people or to split payments on an item.
2286,Great app with excellent features even on the free version. Little to zero adds! Highly recommended
2287,Very good and easy to use.. yearly pricing should be less so people can actully use pro version
2288,Very good and user friendly
2289,Good App to split expenses.
2290,"I am using this app. This app is very helpful to manage expenses done in partnership. It creates equal division in partnership expenses. My experience is very nice with Splitwise. I hope , every body will use this app to manage there expenses has done in partnership."
2291,Most useful app I have ever seen. Super easy to use. Crazy user experience. Very efficient. Muah
2292,"Best app for anyone who doesn't want to keep mental note of money, I have been using this app since 5+ years and it is amazing for our Flat expenses and to record cash transactions. Highly recommended ✌🏻"
2293,An excellent app. User friendly with lot of features.
2294,Love how it works and how it looks! I use it for splitting expenses with my roommates and the options on how to split are just perfect. Also PS Bunnies made me smile :)
2295,Amazing app every one must & should try this
2296,Excellent app
2297,i really love this app. very very useful. Waiting for more exciting updates on this app.😘😍💖 Just want you guys to put option to view expenses spent for other months individually.. i could only see 3 option under *group spending summary* 1.this month 2.last month. 3.all time So if you could modify bit that will be so helpful 😀 Thank you
2298,"Just one more thing would have done the job. To check total investment from one's side, not monthly but whenever you want. Update: All sorted now"
2299,Good
2300,Super useful app for maintaining expense track! Really impressed with the new updates as well. Great app to use!
2301,Not working in my phone
2302,I don't understand what is happening to this app. I added a simple energy bill and split among 4. And it messed it up completely. Roll back if you pushed a buggy update.
2303,Excellent app
2304,The best app for multiple payer and it's manage easily with daily to daily update basis. I am really impressed. Great work team keep going like this app. Thank you so much.
2305,Absolutely loved the application. Late to the party but glad I finally joined it. Makes life easier and less explainable. Kudos to the founders and developers.
2306,"Simple, flawless and seamless !!!"
2307,Great app. Love the flexibility it provides.
2308,Did u experience issues with your people ❤️❤️❤️ Lovely app
2309,Love with your work.. I think you faced some issue with your friends...🤩🤩
2310,Super useful app with a lot of great functionality for sharing costs among groups or roommates
2311,In case of UX and being user friendly: Oppurtunity to growth!
2312,Too good
2313,Best app for managing financial records
2314,Very good app.UI is good.payment gateway should be added.
2315,"overall very good app however following points needs to be addressed: 1: It only gives person wise payable/receivable, However if i need to Know total amount i paid or total expense charged to me there is no option. 2: There is only option to see group total for current month or previous month or total. However if i want to see total for a specific period, there is no option. 3. For groups add admin option.Where one will be selectedadmin, others can add expenses but will be approved by admin."
2316,One of the best app for expenses splits among friends & groups. No hassle at all. Much features in free version
2317,I've been using this app for two years now to sort my finances with my partner. Works really well and is super straight forward in its usage and interface. Great app!
2318,Best app for split bill
2319,there's a small bug in creating new groups (you need to refresh the group tab to be able to do so) but the support helped me with that really fast
2320,Great app.
2321,"Very helpful for settling up the accounts on trips, contri parties,etc. Very fascinated by the algo used by this 🔥"
2322,6t
2323,"Outstanding app, and provides trips accounting 🧾 simple and allows us to be saved from headache on vacations"
2324,azimg...keep monetry thimgs clear among frnds/roommate
2325,"Excellent tool, great features and lot of convenience!!"
2326,Very useful app
2327,Owesome experience
2328,Life makes simple
2329,This is the best app i come across. Now i do not need to write and remeber all my credits and expenses. I simply add owing expenses in the app. The UI is also good and convenient to use. ***** for sure 👍
2330,Made my life easy 💙
2331,Nice app to split your bills✌️
2332,This is an awesome app you want to speak your expenses between your friends and you want to join here and there and you don't want to pay all. This is a perfect for this purpose. However I do wish you offer a pitch Black theme for AMOLED displays.
2333,Good
2334,Must have for keeping tab of expenses while travelling in a group
2335,User friendly
2336,Have used this app for more than an year and it has been really helpful. Splitwise helped us through all the way when we 4 of Bachelors were staying in an apartment.
2337,"I love this app. I use it to split expenses with large groups or individual friends. It's super easy to use and makes breaking everything down a breeze. This stuff can get really complicated really quickly without good management, and that can lead to harsh feelings among friends splitting expenses, so relying on this app to do all the work means more good times and fewer headaches."
2338,Awesome app
2339,brilliant! exactly what I needed for house budget!
2340,Best app for your circle of friends. No need for you to be the dedicated accountant anymore!
2341,Best tool in trips
2342,"Easy to use, stable app, reliable"
2343,One of core finance app in my phone. Must have. Using this app from 2015 till now (2021) trasaction and balance have never been incorrect.
2344,Very nice app I have been using from 4years.
2345,5 star app the best of its kind
2346,5 star for the bunny feature.
2347,Love it....and super user friendly
2348,Very good apps!
2349,It's a good app...
2350,Perfect! Works as intended!
2351,The best expense tracker app.
2352,"Big fan of this app - it spells things out in easy to understand terms. If you want to make an impulse buy you can check the app and easily see if you can afford it while maintaining financial stability. This app is great!! Thank you for creating it and its continued development. Update 07/01/21: This app is still going strong, very helpful for me! Citibank has some issues syncing sometimes but always catches up in a day or two. Thank you!!"
2353,"This app is absolutely fantastic! They are continuing to add new features as well, and I love the fact that you can use it free, pay for a subscription, or do a one time purchase for the app. So I bought it and plan to use it for the foreseeable future. There was a couple integration bugs, but their support team was actually able to get a member of the development team to fix it. I wanted to write more, but shout out to Alex from pocketguard, he gave me an amazing customer experience!"
2354,Definitely one of the better budget apps I've used and stuck to. Only issue I have is it doesn't update my accout immediately and can take a minute to. Otherwise it suits my needs perfectly.
2355,"I've been keeping a spreadsheet budget for years and just started using the app on January. The export function is great, really complements my existing system."
2356,I've been looking for a budgeting app that's versatile and functional and this one's pretty great.
2357,"Always struggled budgeting until we got this app. Now its much easier for my wife and I to hold each other accountable for our spending and be aware of what's going on. Some aspects are a little clunky...I wish you could edit categories for pending transactions, and if I budget for a bill it seems to be double counting it in my ""cash available""."
2358,"This is the first budgeting app to successfully connect with my credit union app. So glad I can start automating my budgets. Also love the ""do not include in calculations"" button for each transaction. We use a credit card for all our purchases (points, baby!) and counting every purchase and every credit card payment would make it look like we're spending 2x as much as we are."
2359,"Love the way this app categorizes my transactions for me. If it guesses wrong, I can always change it, but it's usually right. It also gives me a list of upcoming charges based on my history so I can plan my budget for the month. Super intuitive and easy to navigate. Would definitely recommend this app. for budget-challenged people, like myself! 😎"
2360,"For only around $100 for a lifetime membership, PocketGuard is a steal compared to a lot of other budgeting apps. It's also very well suited to creating your own categories and adjusting the details of your purchases. Can't recommend enough!"
2361,"Love seeing all my transactions and balances in one place, love getting my bills lowered with the Billshark feature. This is really helping me to spend less and make sense of my bad money habits so I can fix them."
2362,"Good app but hasn't worked in two weeks, even though I'm a paying customer and haven't received a reply to my email describing the issue. Update: fixed"
2363,Best app for track your monthly. It is sync with bank account too and organize your spends/invests by categories automatically! I wish i could open a manually cash wallet too.
2364,"Great overall application, I do think the user experience around budget vs upcoming bills could be improved but this is an incredibly useful app."
2365,"I love how easy it is to use, how it encompasses every account I have, and allows.memto check every account in one place."
2366,I love this app. It is easy to use and has all the functionality I need to manage my money. Wish I could give it more than 5 stars.
2367,"Extremely fast sync between bank and app, very easy to use👍"
2368,Great way to track monthly expenses
2369,Has helped me a ton to finally set up and stick to budgets!
2370,"Really amazing for both budgeting (making a plan) and tracking (executing the plan). It does a really great job of showing you what is coming up so you can see how safe it is to buy something. Right away I can see on the app how much disposable income I have. Perfect. And it's not crippled by a paywall. I haven't yet discovered what all the premium features are, but the basics of budgeting are there."
2371,"Helped me to organize my finances and achieve the savings goal. I like the monthly projected amounts as well as the daily ones. Top institutions sync almost in the real-time, but the smaller banks aren't. Also, there is an option to manage a cash account and include transfers to the calculations. Multiple affiliate programs and some of them were helpful There is also a web version which is very helpful when you need to adjust pockets or rename vendors. All in all, the app is extremely useful for daily use; it's not excessive and hence, not time-consuming; has the beautiful interface. It's a pleasure to see a free product of a high quality. Amazing service from people who love what they do."
2372,"So far, I love this app. Linking bank accounts is really easy, and the tracking of income and expenses is smart and intuitive. What I like most is the ""in your pocket"" financial status summary to help me spend only what I have. The ability to hashtag transactions is clever and useful, too. Overall, these guys have done a good job making money make sense."
2373,"Extremely useful when you have multiple credit cards and want to have your spending categorized and tracked. The categorization is mostly fine, the rest can be adjusted. All the transactions can be labeled with a note or a tag which makes the search very simple. Also, the tags can be used to group unrelated transactions and see totals for them. There is an option to see a breakdown of the transactions as well as a pie chart for a specific card apart from for all the accounts together. Some of the data can be reached from several screens which also saves time."
2374,"My favorite feature is what they call In My Pocket. The name really speaks for itself! I have this projected amount at the beginning of the month, so I know whether I can afford an extra dinner with my friends or set aside more for buying a new device. It's much better than just comparing your income with category budgets (which are also available in the app). I use them only not to overspend within in my pocket amount."
2375,I like that I can get an overview of all my accounts whenever I want
2376,"Great so far. I would have given it a five except the transactions seem to lag behind and don't download into the program in a timely manner. I have the transactions through at the bank, but they won't show up on the app. Too much of a delay. UPDATE: I found out that my transactions were moving slower due to a merge. More importantly, I received immediate customer service directly, and they helped me to fix the issue. The service was immediate responsive and listened to my needs. That is why I moved from a 4 star to a 5."
2377,"Powerful, simple, intuitive budgeting app I've used all of the major budgeting apps, mint, YNAB, and more. they just start getting too complicated which means I end up not using them. Pocketguard does all the heavy lifting but still keeps me involved, the hashtags make it easy to get reports, and the web app does just what I need when I don't want to stare at my phone. the only thing I'm missing is printable reports. they give you the reports you just can't print them. I pair this with qapital."
2378,"So far, I'm loving this app. I've downloaded and deleted at least 4 other budget apps. All I wanted was a simple, organized look at my bills and spending habits. Every other app complicated the process, so it took me hours just to link my accounts and set up my profile, only to find irreconcilable issues and being at square one again. I haven't had those problems, this app is easy and straightforward, takes you step-by-step through the process so you understand each function."
2379,"LOVE THIS APP! I downloaded a lot of different budgeting apps, but this was, by far, the winner. It connected seamlessly to my bank and allowed for very easy modification of debit entries. I also like that it can ""remember"" how you want a type or merchant transaction classified as. There is some manual modification, based on my spending patterns, but I really don't mind."
2380,"Really great app. Bank account linking actually works. No need to manually update transaction pull, it does that automatically. Would be nice to manually add accounts/investments that are not found in their search inventory (private company investments). I've tried to utilize the ""In My Pocket"" feature but cant get it figured out. I use the pro version so access to everything. Create transaction categories, cash income/expenses, recurring bills/income."
2381,"One of the few money management apps that properly and consistently syncs with bank transactions and other financial institutions. The tech support is fantastic too -- was able to fix a sync error with an investment account and actually followed through with the support ticket. Intuitive and intelligent budgeting. Love the way bank transaction categories are ""memorized."" Lots more. Highly recommend. 👍"
2382,"Came here from Mint. Mint may have a few more features, but PocketGuard's quality is beyond anything Intuit has put together. I would consistently run into synchronization issues and transactions not showing up and now I get notifications that my credit card had a high transaction go through, which is the complete opposite of what I had prior. Mint is entirely free and PocketGuard's Premium is $4/month, but I'm happy to pay that for an app that I don't have to reset every month."
2383,"Great app, intuitive and helpful. Makes it easy to see recurring charges from the same merchant, and has helped me identify several recurring charges that were duplicates, and cut costs by removing subscriptions we didn't need. Only thing missing is an ability to project forward what each account balance will be based on recurring income, recurring bills, budgets, and current balances in each account. The data is there, just need to do some calculations and show it visually. contact me for info."
2384,"I switched to Pocketguard from Mint, as I found I wasn't getting the value I would've liked. Very happy with my choice. Super easy to use, simple to understand and fit what I was looking for in a budget app perfectly. The mobile app doesn't feel like a worse version of the website. What's more, I was unable to link one of my accounts to the service. After some time with their support, I'm able to track the account, and they gave me a free month of premium. Above and beyond customer support!"
2385,"Pocketgaurd makes it easy to budget, it's one of the few that auto-adds all of your transactions so you don't have to record every thing you buy. Would highly recommend, especially if you aren't great with money. One thing though, I wish I could edit my monthly budget without my changes carrying over to the next month. Sometimes I overspend on eating out, I'm fine adjusting my budget, but I don't want to plan to overspend every month. Let me fix my budget without changing next month's goals"
2386,"I've had the app for a few days now and it's wonderful! I tested through 7 apps altogether and this one has the best app/online interface (and looks the prettiest). The free version doesn't really offer a budget feature, though. If that's what you would like to have, you'll need to pay for the membership, but it's worth it if you can save money better."
2387,"PocketGuard has been great for my budgeting and spend tracking. The app offers way more than that, like if you're bigger on setting goals or reminders for paying bills they have that ability. It's very non intrusive with any forms of advertisement or 3rd party suggestions. You have to specifically look or push for suggestions in how to save or change trends in your spending before pocketguard brings up any sort of offer or advert. Small detail but I love the UI and visuals. Very modern and sleek"
2388,"i dont rate apps often but seriously this is a great app! very easy to use, thorough, and the customer is always quick to respond and very helpful. I've offered suggestions and they actually implemented them! ive tried about every budgeting app out there and i deleted them all once I got into this one. seriously, give it a shot!"
2389,"Has the potential to be the best budgeting app, and they are constantly improving. They really take your feedback seriously when you email them. The features are awesome for visualizing your spending. The duplicate transaction issue is getting better finally and whenever it does happen, I just don't count the transaction. It's almost perfect!"
2390,"Awesome App. This app calculates exactly how much I have available to spend, taking into account the next pay cycle also. I have most of my bills due at the end of the month, so I have to set aside some money from the first check to cover expenses at the end of the month. This app does this automatically. On top of this, I get paid biweekly, so the actual date I get paid is different every month. The app knows exactly when bills are due and what days I get paid, so I won't overspend."
2391,One of the best apps I've used. Please keep everything the way it is. I'm a PLUS customer and I love how real time everything is. that was the major selling point for me. All these other apps are slow and dont communicate well. I downloaded and tried at least 10 other companies. Sticking with pocket guard.
2392,This is by far the best money tracking app I've ever used. after Level Money got shut down I tried at least a dozen other apps but couldn't find anything similar. Every other app wants to overcomplicate things and this is just simple money in/money out system. My only complaint is I can't seem to get the tagged transactions function to work and it shows up blank which is fine becuase it's not a 100%necessary feature
2393,"Finally found the budget and savings app I was looking for. Tried literally all the other options but always failed to combine the features I needed. Pocket Guard does this perfectly. Bank sync is quick and no delay, savings built in (although specific goals to contribute to would be a great addition), gives me a full review of the state of my financial situation. Premium is comparable to the price of others. Also had an issue with functionality and developers resolved it on less than a day."
2394,"This is exactly what I wanted--a bare bones, simple budgeting app that is super easy to use. I especially like the hashtag feature that let's you track expenses and compare them with expenses from past months. It really helps me see where I tend to overspend. Glad I found this!"
2395,"I'm always adding my money all the time, guessing high to try and keep track of how much I'm actually saving each month, this honestly makes it easy. The best part is when you go to add your bills is syncs with your bank and shows you everything that comes out. All you have to do is drag and drop!"
2396,"I've had this for 3 months. I was very cautious choosing an app. I didn't want to waste my time on something that would be complex, time consuming and eventually useless. My expectations have been exceeded! It's simple, fast, intuitive, and already it's helping me understand where my money is going! So glad I found it!"
2397,"We really enjoy using this app as you can use the same login/password and access Pocketguard from different devices. Would like some more features for family budgeting, but it's obvious the app wasn't designed for it initially. But it's a great way of improvement."
2398,"I love the easy to use interface, which also has a cleaner look than other apps like this. it's great to have complete control of your finances. from keeping track of your accounts to setting up spending budgets it easy and convenient. I recommend getting this app!"
2399,"I love this app! I usually think I need to write down everything I bought myself but with PocketGuard's bank linking technology, I no longer have to worry about recording eveything. It's super useful and I highly recommend this app for budgeting and for finding new ways (provided by PocketGuard) to make and save money"
2400,"I really enjoy this app I can customize it and I made several other categories such as door dash and Amazon, PayPal and those types of purchases go directly into there so I can see exactly what I Spend on top of the other given categories. I really enjoy this app and it broke down everything for me. In a really nice way That I could see months back and see good and bad spending trends of mine."
2401,A nicely done app which has everything I really need for budgeting. I also suppose that would be useful to have the total spending limits amount and compare it with income. It's definitely on the most used feature so I hope you will make such improvement.
2402,"The app tracks all my spending: eating out, sports, shopping etc. Everything is categorized and displayed in a simple way so that I don't need to spend much time looking for a specific transaction was made a month ago. Very handy."
2403,"It's been 2 weeks using this budget app. As of now what I like about PockGuard compared to Buxfer and Mint, is the breakdown of the estimated money per day, week and month. It also informs you when a bill has been paid. I am a visual person, therefore, the pie chart is a PLUS."
2404,"I've just started to utilize this app and it looks great so far. Very nice feature with the hashtags. I need to track my expense for multiple categories at the same time. The net-worth screen is fine, but I would also like to add my motorcycle there."
2405,"I've been using this app for about 2 or 3 years now, and I can't recommend it enough. They've been adding new features the whole time and know what is useful. Great for those that have automized bills and have a predictable income, but it's versatile for many more financial situations. Saving money is so easy with this app."
2406,"Outstanding app. I've been using it for a year after accidentally came across it in the app store. I switched to other apps just to try something new. But PocketGuard constantly improves their service! Great job, keep up!"
2407,"I've been looking for a good cash flow budget app for years! Most budget apps don't account for fixed bills, savings, and debt reduction goals. Instead, they say you have a ton of money ""left in budget"" when actually your landlord hasn't deposited your rent check. This calculates that and lets you know how much you ACTUALLY have available for groceries, entertainment, etc. It's a little spammy with suggested partners, but other than that a solid tool."
2408,It was very important for me to stop overspending and start saving up money. Pocket Guard was the first app I came across and thankfully I've downloaded it.  It worked for me as I'd expected and now you have another loyal customer!
2409,"Easy to setup and shows me what I need to see: After bills, how much I can spend that month. I've tried every other budget tool and they are complicated and time consuming to manage. This one is really easy to setup and use and so far I'm loving it."
2410,This app is really easy to use and clean. There is a paid option which I may go for soon that includes a digit/accorns type saving functionality. However I cant commit to it until those features have been added. super excited for their arrival!
2411,"Works really well for me because it shows how much money is left at any point and what bills are left to pay. Took me a little time to figure out the setup and get expenses organized, but works well now."
2412,"Loses sync with one of my banks, but so far its the most bank compatible one I've found. This is the app I'm daily driving. It's really close to being exactly what I need, there are just a few tiny things I would change if I could"
2413,This is the best budgeting app I've ever used. The visualization and automated categorization of transactions is exactly what I've been looking for. Customer service has been very responsive and the team is constantly making updates/improvements.
2414,PocketGuard has helped me budget successfully. Last year I asked their dev team about the ability to split a purchase into multiple spending categories and now the feature has been rolled out! PocketGuard is a great app for tracking where your money's going.
2415,"This app has helped keep everything in check. I can see how much has been spent in a budget category easily, so I know whether I can spend freely or more restricted before I shop."
2416,"Love the option to see your future income and bills. Even more, your budget is also completed with planned savings for the month. Of course, they provide the ability to track your progress."
2417,"Helped me to see a picture of my monthly spending and it's was an incredible experience as I've never had any similar apps before. I definitely need to reconsider my spending habits and hopefully, PocketGuard will assist me in it."
2418,"I've been looking for an app that will help me and my spouse to track our spending and project the money we can set aside for the trip. Pocket Guard has all the essential features and an amazing look, so we are completely satisfied with it."
2419,Easy to use. Less confusing than Mint. Snap shot of finances for planning. Great tool for those who want to see where their money is going and how much rhe can spend each day.
2420,"Very easy to interact with the app. After utilizing the products of some other competitors, I must admit that PocketGuard team has a great sense of balance between interface and operability."
2421,"I use it only for tracking my spending and I am happy with the app. The app perfectly calculates my total spent including every transaction I make, however, I would like to have a little more extended charts."
2422,"This budgeting tool helps me to save my money day in, day out. I use all the features PocketGuard offers with no exceptions and I am sure there are lots of ways making it much better."
2423,1 week in and I've already cut my spending! I love how nice this app puts all my finances in one spot and help me cut unwanted spending. I do wish it had autosaving which they are working on. Excited to see what I can save with the app!
2424,Keeps everything in one place. And provides awesome additional services starting from cutting your bills (!) to get a life insurance. Glad to see that in special tabs so the interface is free from adds.
2425,"I was able to connect all essentials types of accounts I use like banking, loan and investing. However, was unable to connect a billing account. However, it's not really of importance so I give you the five."
2426,"We have been using PocketGuard for a year. Regular improvements, accurate calculations, great support made this app one of my favorite ones. I cannot imagine my life without it now"
2427,Use to use Mint. This is SO much better. Connection to the bank is SO MUCH more stable and up to date. Thanks back end developers for doing such a great job. (Front end devs did a good job too )
2428,"Smooth UI, practical, and very helpful insight into how I spend my money. It's really started to help me get to my goals just by being better informed."
2429,This app helps give me a better visualization of my income vs bills. It's been a real game changer for me to better structure my finances. Convenient and easy to use. I was apprehensive to link my bank accounts but this is a trustworthy app that truly helps. Thank you!
2430,"Great for keeping track of my expenditures and monthly spending limits! Allows me to categorize and label expenses, and unlike Mint, PocketGuard actually saves those category designations and applies them to future purchases."
2431,"Excellent finance tracker app. Great features, very responsive customer support, and excellent app layout/usability. I would even consider paying for premium - only $35 a year."
2432,It's the best budgeting app I've been able to find. Most intuitive software and it's easy to navigate and edit. Very impressed and very pleased!
2433,"I work in finances, and I find this app to be one of the best budgeting apps that I've personally used. I recommend that my clients and everyone keep track of there finances."
2434,A budgeting app needs to work with how you think. I've tried several and this was the first one that functions in the way we spend and budget money. I'm so glad I found it!
2435,So far so great! Really helps put my finances into perspective. I live the freedom I have with what I can put in but appreciate the automated things too. The featurea are great!
2436,"Good tool for budgeting, tracking expenses, setting goals, and bill payment reminders. All in one place! The paid version is worth the $."
2437,"i like the very simple design, i dont need extra detailes features, just show me the numbers! but i think they need go make the ""in your pocket"" number customizeable to your own pay date."
2438,"In the beginning, I was unaccustomed to stick to In My Pocket, but then I realized it was much better than using common budgets only. Now it helps me to stay on track."
2439,"Easy setup and use, right to the point w/out fluff, easy to categorize and customize categories, like custom notifications and easy to see current category totals, look forward to full release so i can share it w others"
2440,"Great app, was able to easily sync my accounts while mint and other could not do or kept giving connection errors. I love how easily it was to figure everything out."
2441,Nice automated budgeting app. Don't need to reset or enable my budgets and goals at the beginning of the month as the app does it itself. No superfluous movements.
2442,"Easy to use, great interface. The break down is easy to understand and keeps your accounts separate unlike other apps."
2443,Great app!!! I wish I could pay bills with this app or schedule a payment with this app but I am still giving it 5 stars because it's awesome!!
2444,The best app for expense tracking and accountability! I love it so much. I just wish we could add hashtags to pending payments and create budgets.
2445,"Helps me to track my income and expense from multiple accounts. Allows me creating category budgets and custom reports. Also, there is an option to track cash."
2446,"Excellent budget app! Combines the flexibility of both zero-based budgeting and no budget approaches, bringing everything in a simple and clear way."
2447,Excellent app for trakcing finances. Easy to use and see exactly how much and where your money is being spent and where you can try to save more.
2448,"It took some efforts to set up all my bills, but I am very pleased with the result after all. I have accurate numbers at the beginning of the month and this definitely helps in planning my spending."
2449,Simple and easy to use but still has plenty of customizability if getting a Plus account. Tried many other budgeting/bank tracking apps and can't emphasize how much recommend this one.
2450,"Awesome app. Exactly what I was looking for. Less budget focused, more focused on what I have spent and on what. Highly recommended"
2451,"overall, very happy with this. It's good for tracking, monitoring, and review the movement of your money in your various accounts"
2452,"Big fan of this app - it spells things out in easy to understand terms. If you want to make an impulse buy you can check the app and easily see if you can afford it while maintaining financial stability. This app is great!! Thank you for creating it and its continued development. Update 07/01/21: This app is still going strong, very helpful for me! Citibank has some issues syncing sometimes but always catches up in a day or two. Thank you!!"
2453,"I've been keeping a spreadsheet budget for years and just started using the app on January. The export function is great, really complements my existing system."
2454,Definitely one of the better budget apps I've used and stuck to. Only issue I have is it doesn't update my accout immediately and can take a minute to. Otherwise it suits my needs perfectly.
2455,Best financial app.
2456,"This app is absolutely fantastic! They are continuing to add new features as well, and I love the fact that you can use it free, pay for a subscription, or do a one time purchase for the app. So I bought it and plan to use it for the foreseeable future. There was a couple integration bugs, but their support team was actually able to get a member of the development team to fix it. I wanted to write more, but shout out to Alex from pocketguard, he gave me an amazing customer experience!"
2457,I've been looking for a budgeting app that's versatile and functional and this one's pretty great.
2458,Great way to track monthly expenses
2459,I was able to get what I need from this ap and support for it was even better. Thank you for your help
2460,Best app for track your monthly. It is sync with bank account too and organize your spends/invests by categories automatically! I wish i could open a manually cash wallet too.
2461,"Love the way this app categorizes my transactions for me. If it guesses wrong, I can always change it, but it's usually right. It also gives me a list of upcoming charges based on my history so I can plan my budget for the month. Super intuitive and easy to navigate. Would definitely recommend this app. for budget-challenged people, like myself! 😎"
2462,Coool
2463,Has helped me a ton to finally set up and stick to budgets!
