,content
1833,"DO NOT waste your time or money on the paid app. You will still have to manually put in all transactions in order for them to be up to date since they don't log any transactions unless they've cleared. And over 50% of them will simply read electronic debit. In response to my response I reached out to the support team before I ever posted my review. They told me I could not recieve a refund, not even a partial one and for the app to do what I need it to I would need to log on through a computer."
1834,"Terrible app. Between my savings, income and spent, I cannot reconcile this budget. I added all transactions manually (using the free version) from my account for the month and somehow I am over $700 which is not accurate. So far I have found no way to make eveything line up. Advertised as an easy way to make a budget and this app is anything but easy."
1835,This is a glorified notepad. All it does is ask you what you want to do with your budget then YOU insert your pay each time you're paid and YOU write in how much you spent on each of the categories then the app tells you how much you have left. Simple addition and subtraction what a concept. The exact same thing can be accomplished with the calculator and notes apps built into your phone.
1836,"Not user friendly or intuitive. Upon downloading, installing and opening app, signing in (or registering), the user is greeted to a screen that wants you to make a budget. I thought everydollar might help me make a wise budget by walking me through, wizard step by step style, what I owe, and who I need to pay in order of importance. Didn't waste my time, looks like just another budget tool, which are already in abundance. I need a get out of debt budget tool."
1837,"Waste of money. It worked seamlessly for the first month and now it does not sync with my bank unless i sign out, uninstall the app, sign back in, and put in a new security code every time. And now this week, even that doesnt work. The app freezes and stops working. Ive emailed the Ramsey solutions people and they flat out refuse to refund me my money. Update: Still a waste of money! Now my transactions sync again but 3x per one! So I get to manually delete 2/3 of the transactions! Yay me!"
1838,Since the app updated on 2/10 my transactions are not pulling from my bank. I paid for pro almost 1 year ago and it has worked well until this update. I will not be renewing my pro membership in a few weeks when my 1 year is up. I have to manually enter all transactions for 2 weeks now since it has stopped pulling from my bank. I have verified security/log in/bank passwords/etc multiple times to fix this and all prompts that have been asked of me and still nothing.
1839,Does not sync properly with my bank. I get duplicate and sometimes even more transactions which makes it very messy to track things. Im working with their support currently but it isnt looking good. I like Dave Ramsey and his teachings and have even taught a class but this is very disappointing. If we could get the software to work id be satisfied but they dont seem to want to work very hard to resolve this issue. Ill update my review if this becomes resolved. Otherwise id recommend staying away.
1840,I find it very difficult to use with sinking funds. We have lots and i need an easy way to say i am adding $100 this month but i also plan to spend $40 but I'm not adding $140... I am technically only adding $60. It is also difficult to move money into a different category when you dont spend it all. I am trying to use it because i am a finacial coach but it is just making me frustrated. Why would i recommend this to anyone?
1841,"So far.. I am not liking this app!! I've had items clear/post to my bank account, but the app isn't sinking with them at all. I also do not understand why the items have to clear your account first. I want to know what I have spent money on before it clears my account. I will more than likely be canceling my ""subscription"" and deleting this app."
1842,"Every Glitch would be a better name for this app. I made several attempts to sign up and in w/no success. Each attempt I made I kept getting a mssg that the email was already registered, and then prompted to reset via the email on file. This went back & forth until I just decided to re-register w/a different em. Same mssg, which is totally WHACK, because I just created this new em and no websites I use have that one. Signed Money Can't Buy Me Love 4 This app Pun Intended!"
1843,"I didn't find the app to be anything more than a waste of time putting numbers in boxes. There was no guidance, no suggestions, no nothing. Now I have been charged and I will be Uninstaller an app that was a very expensive poc. My brother told me that Dave figured out how to keep money by making sure people like me leep buying his stuff in layers. I believe he's right."
1844,This app completely sucks and does not pull bank transactions. it just seems funny that it seems to work fine for your 14-day trial then all of the sudden after they charge me full price then I can't seem to get one full month of transactions to pull without contacting customer service. today is December 7th I have not had any transaction pulled onto my account since November 22nd. second time I have had to contact customer service for the same issue and of course there is no refunds.
1845,"They advertise the best FREE app, but in fact you get 15 free days then it's $129 yearly to even add your bank account. Not worth it, unless you have the money for a budgeting app that helps you save, don't bother getting this. Also if you have made an account and don't want it after finding out how much they want, you have to email them saying you want you account deleted, no way of you doing it yourself ""yet"" as they say."
1846,"Cant Cancel!! I signed up for the free trial. I have been trying to figure out how to cancel it!!! Maybe Im missing something,but its REALLY aggravating to be charged $140 for an app thats NOT worth it and not even be able to cancel. So now they have my money and I cant even prevent the next YEAR suvscrubtion from being pulled all at once! EDIT FOR UPDATE: I emailed support to explain the issue and they cancelled it, refunded me and asked for feedback on why I wanted to cancel. Thank you."
1847,Every transaction from my bank comes through multiple times and I have to sort through that mess. I contacted customer support and was told that it's because my bank clears a single transaction several time but their third-party imports every transaction from my banks. They're aware of the issue but unable to fix it. They're also apparently unable to refund my purchase.
1848,This app worked nice. I have had it for 5 months and then all of a sudden it logged me out and won't let me log back in because it says my account has been deleted. I didn't delete my account and I'm not making another one. I'm moving on to another app. I contacted support a week ago and no response. You had your chance. Goodbye!!
1849,"Be sure you want this. Know like you know. If it is day 31, and you dont like it or it doesn't work well for you. You are out of luck getting back the $119.16 you wasted (the prepaid cost for 12 months save 1). In the end, they will tell you that YOU have to take ownership of the fact that you didnt ask for a refund and ""You couldnt take an iPhone back after 30 days."" I could however sell a phone on eBay, which I cant do with this prepaid year of app. Buyer beware, you pay a YEAR up front."
1850,What?! What happened to the monthly 9.99 subscription?! There's no way I can handle a lump sum of 129 for a one time payment even if it IS once a year. That is over half my take home weekly pay. Uninstalling. I'm crushed. I used to love this app.
1851,"AVOID. Paid $130 for Every Dollar +it is a total RIP off. App used to sync with my bank, now it doesn't. Their engineers have been ""working on it"" for 4 weeks. Dave would be disappointed with the customer service we received. Paid for it, can't use it, but no refund."
1852,"The app would be so much better if not flawless if it would actually pull in transactions from all of my accounts. I bank at numerous banks and have a few credit cards I use at the banks and the transactions on a couple of cards do not get pulled in. kind of hard to track/budget ""every dollar"" if they are not all pulled I to the app. uninstalling and reinstalling hasn't helped. Transaction pull in fine on free alternatives like Mint. **UPDATE** I have uninstalled it. wish I could get my $130 back"
1853,I was excited w the idea and set up was easy but I can't sign in anymore. Submitted request for help to no avail. The time to set up is quite a but but worth what the app is supposed to provide but if I can't get in then the set up was a huge waste of time. Disappointing because I am a big fan of all things Ramsey.
1854,"For the past several months, the app makes me reconnect my bank information several times a week. I've asked for help several times, but it feels like I get excuses and the issue is never actually fixed (bc it's apparently the company they use to connect the bank information or the bank). Do not purchase."
1855,"The app provides great information if all you care about is what you planned to spend vs what actually spend. Maybe I have to spend more time defining our families expenses to get the best use of it however, my wife and I feel we could create something better sorted to our needs using Excel. Calling this week to see if we can get a refund or credit towards another product."
1856,I had this app for a year and I just couldn't take it anymore. It is a great idea but the app feels so outdated. It crashed a lot both on my iphone and android. It constantly signed me out. I finally deleted it and switched to money manager with has been amazing.
1857,Doesn't work I have an s20+ and after creating an account it immediately goes to sign out or create account nothing is on the screen. It will signout and kick you out of the app or make you have an endless loop of trying to create an account over and over. Nothing is in my email with account info either. Tried uninstalling multiple times nothing....
1858,"Am a Ramsey solutions subscriber via my primary email but refuses to let me login via that one. I created a new email and made a new account and am now receiving the same error. My email needs verified and I should check my inbox for further solutions. However, I never receive the more information. Literally can't use the app. Will change review once fixed."
1859,My one star rating is not on the free version but on the useless 130 dollar paid version. It constantly delete my bank from the app without me actually doing it. Then it never can find my bank to once again start tracking my expenses. Never and I repeat never upgrade to the paid version you will just be out your money and lead to frustration!!!!!!!!!!!!!!!!
1860,I tried this app after being recommended it by some of my family members. I did the free version seeing if i could see where all of my expenses went during a month. This app is sooo flippin confusing. I seriously would have to input the same information 3 different times before it would register anything. Don't even get me started on all the force closed or force stops which made this app pretty much a pain to use.
1861,"Downloaded the app. I've tried opening the app after making an account and it tells me to ""download the app"" everytime I log in. When I click on this only option, it brings me here. Which it shows that I've already downloaded it. Once I click open, it takes me to the same page and makes me keep doing the continuous loop. Very annoying!"
1862,"I really enjoyed the app at first, but one week in it completely stopped tracking all my expenses. I really don't have the time to enter them all in every single day, the tracking portion of the app was the reason I got it in the first place and paid for an upgrade. so far I am not liking this app."
1863,No tutorials. Doesn't make sense. When you're in a tab and go to add a number it takes you to a different tab thus editing that number and messing everything up. Easier to just get a pen and paper and write everything down. This was made my a guy who just knows how to sell stuff on the radio.
1864,I installed the app and set up an account but every time I sign in it gives me an error message to either sign in or create an account. Goes back to the main screen and does it all over again. I uninstalled and tried again only to get the same. App isn't worth my time to mess with in my opinion.
1865,"Need Option To Remove Categories. I have no debt, medical, charity, fitness, etc. bills in my budget , yet I have to scroll through these premade categories that are deeply embedded and unchangeable. also please allow removal of the favorite expenses list if we have no use for it. I should be able to rearaange my budget categories in a way that fits my person view of their importance. also 10 bucks a month is a bit much for a budgeting app. I mean isn't the entire goal to save money? RIP NETFLIX"
1866,"Transactions are several days behind. I constantly have to reconnect bank accounts and lately I can't do that from my phone. The free version is ok for making a zero based budget, but don't pay for this app to track expenses."
1867,I wanted to like this app. I needed something to help me budget a little bit better. However it doesn't always work and then it logs me out and I have issues logging back in. At this point its more of a hassle then helpful.
1868,For $129 a year we should get an app not a bad web overlay. Also after the 1st time I drag an item to a spot on the budget it should remember where it goes moving forward. Dave's program is good this money grab scam isn't.
1869,"After over a year of using the app it starts slowing at sign in. Then disconnects entirely and makes you sign in again. I'm too busy for this and need an app that actually works when I need it. From other reviews, they are aware of this issue and seem unable or unwilling to fix it. Also, this is not just a 5g issue. Garbage app."
1870,Better free apps out there. Signed up for the pay one and now I can't cancel it. Ramsey should do better. Update it's now 2021 they told me my subscription was cancelled but now it's charging my card again. What a scam.
1871,$129 a year lol
1872,Unable to use this App. It keeps telling me to check my internet connection. All my other apps work on my phone. Everything on my phone has no issues with the internet via wifi or my data plan. I even tried Uninstalling and reinstalling twice. Guess it wasn't meant to be.
1873,"It won't let me sign in, despite having an account. It also won't let me sign up. It keeps saying I need to check my internet connection, which is fine. I even disconnected wifi... same problem. I tried to use the website, but after you log in, it won't let you do anything until you download the app... vicious circle."
1874,Can't login
1875,No longer works! Keep getting a cannot connect message. I have a Samsung.
1876,Not able to login. Getting error message of check your network
1877,All the sudden you can't login in anymore via the mobile app. Pretty annoying.
1878,The app does not load. Every time I try to sign in (or even sign up) I get a network connection error. I have a Samsung Galaxy 10.
1879,I get this message every time I try to sign in to the app: We weren't able to sign you in. Please check your network connection and try again. I have a paid membership to Ramsey+ and hope this can get sorted out soon.
1880,"I've used the app for a long time and suddenly i cannot log in no matter how much i uninstall and reinstall, change my network or anything. It is extremely annoying."
1881,Can't seem to edit anything
1882,Constant bugs I have to un link my account constantly and it still doesn't work. $130.00 for a budget app that doesn't work is not in my budget.(pardon the punn). Please make my $130.00 app purchase worth it.
1883,If the app can keep me from dealing with the same transaction multiple times (sometimes 3 or 4) it would be great. But I lose a lot of time having to double check and see if a transaction is duplicate or not. But I'm confident that the Dave Ramsey Team can figure this out. I BELIEVE! 😊
1884,"No longer works. All it does is ""load"" tried different things. It's frustrating. Never loads."
1885,"""Sign up it's Free"" then want cardio info and trial after they waste your time getting all your info. Just wanted a simple budget calculator not a bait and switch ad!!!"
1886,Really need the MONEY COACHING!!! BUT CHARGING?! :(
1887,Too complex
1888,The app stopped connecting to my bank. Customer service is great at responding and working on it but the solution was to still have to reconnect everytime I open the app. Super time consuming. Now a new bank connection process appeared and it won't connect to my bank again. This app is too expensive to not work as described. Too bad because it is so helpful when it was working properly.
1889,Won't let me link accounts. Paid for this & unhappy
1890,"Duplicate and missing transactions all the time. When you have an issue, the technical team is always asking you stupid questions to make you lose time and in the end they never resolve it, again NEVER! Is always the banks, you, the, E.T, the dog, but never them. I have been 3 years with this app because I did the David Ramsey course and I had some extra trust, but I am searching a new one. 3 years of nightmare having to check all transactions one by one."
1891,"No experience at all, because I couldn't figure out how to get past the create password. I had all the combinations it asked for but kept saying bad request please correct indicated fieds,but fails to indicate where those fields were. Back to the delete files you go!!!!"
1892,New sign up is awful. Will not take your correct email only old accounts
1893,"Terrible app for tracking spending. The app kept duplicating both credits and debits from my checking account, some more than a dozen times! I reached out to customer service with my issues but no resolution was offered. I'm glad I was able to delete before forking over more than $100 for useless junk. I hope someone reaches out when this problem is resolved, because I really trust the Ramsey name and really wanted the app to be functional."
1894,Won't open
1895,No bank sync
1896,To hard to figure out no time
1897,"Based on our economic that only work for people who have lots of spared cash, like the guys that sell you get rich quick scams"
1898,"The app crashes in the log in page everytime, when I can get in I love it, but...I cant get logged in"
1899,App never worked for me. It just loads after making an acct. Uninstalled.
1900,You can't link your bank account unless you pay an absurd premium of $130/year.
1901,Requires you to accept terms of service for Google Chrome in order you to use the app. I simply refuse to accept those terms. Guess I'll be finding a different tool. Very unfortunate.
1902,"The app will not let me log in or create an account. A ""check network connection"" message pops up and I've tried it on both cellular network and wifi and no luck with either. I really want to use this budget app. Please help."
1903,"No option to upload a file of the transactions from my bank! I understand they can't support every little credit union, but an option to upload a .csv, ofx, qfx, or a .qbo would cover that."
1904,"Terrible, when you sign up for free trial it says we would notified in advance before the charge, no notification just took the money. It's all I had in my account. I wasn't happy with the app because it kept having connectivity issues with my back so my balances were never accurate and that's the only reason I chose it 😭. I lost huge with this app"
1905,Became to expensive for me.
1906,"Overpriced. Duplicates every transaction from my bank no matter what I do (tried disconnecting and reconnecting to bank account, uninstalling and reinstalling app...no luck)"
1907,I signed up for the 14 day trial and was charged the annual fee already. It's only been 1 day since I signed up.
1908,I used app for over a year and it was GREAT! Recently it stopped working properly. When I put in info then go to put information elsewhere in the app it deletes all previous information. Putting me back at square one with no info for the month. I hate that it does work anymore.
1909,ITS A SCAM AND RELLY BAD!!!!!!!!
1910,Wanted to try this app again now that I understand my budget better and the dang thing won't log me in. It just keeps taking me back to the login page. I already reset my password and tried restarting my phone but no luck.
1911,This is a pain in the a$$ why does it need all of my personal info just so i can input my budget???
1912,I have reset my password and still can not get the app to load. As soon as I am logged in a screen appears asking me to create an account or sign out. If I select create an account Im told that the app has lost its connection. This is horrible
1913,"I would love to rate this app higher but I can't. I am trying to climb my way out of debt, not create more and this app is super expensive to use the paid version! I MAY break down and pay to use this app and if I do, I will possibly change my rating. I just find it hard to pay so much to use a budgeting tool while trying to pay off debt."
1914,"500 error. Nothing will open, then says to go to home page. Stuck in vicious circle"
1915,Fidelity Credit Card syncing does not work. Has been out for several months and support can't tell me when or if it will get resolved.
1916,Won't let me sign up
1917,Very frustrating to use.
1918,"The app is having difficulty logging into my account, and I tried reseting my password but that doesn't even work."
1919,"Great app, when it works (seriously, it is fantastic, but it's unstable). I use the paid version and have had persistent bank synchronization and duplicate transaction issues that the support team seems uninterested in fixing. I last had this issue in June 2020 and it's already back in February 2021. I give the team credit for reaching out to me, but their bottom line was ""...we hope to work on [it] this year..."". That's a big problem when this duplicate issue is an annual event."
1920,I can't use it. Says my email is already registered but refuses to let me reset my password. Just a constant loop.
1921,I could not connect my bank.
1922,The app stopped working.
1923,I can't stand companies that force you to make a ridiculous password but you're never going to remember. Uninstalled right away before even completing my account.
1924,"Install app, signed up, spent 15 minutes setting it up. Then uninstall after finding out they charge $125 a year for extra options. One of the extra options that should I feel should be free was have your bank account link. Mint have this options without paying for it. I have no idea why this app has over 4.5 star, am I missing something? Anyways that my grips on it."
1925,$130 per year? Please. You taught me better than that.
1926,"Stopped working with my bank, and your support rep wasn't interested in finding a fix - just offered to cancel my account. So I did! Sorry Dave, I was a customer since day 1 of Android, but I won't stick around to be treated like that."
1927,"I thought getting the paid version would make it easier to manage but it won't sync properly. Even though the app puts my savings in automatically for the budget it won't sync up and match what my actual balance is in my bank account. It's been doing that for 3 months now. At one point I thought my bank account was hacked but then the money that was ""missing"" was my savings. Really weird. Don't like it."
1928,"I am unable to log in. It keeps saying ""We weren't able to sign you in. Please check your network connection and try again."" Galaxy S7. Android 8.0. My connection is obviously just fine. (Wi-Fi) Thanks guys, I'm sure you can fix it. Go Android Studio!"
1929,Can't sign in
1930,"After you sign up and attempt to sign in to the app it bounces you to a company website.. Where you there to sign up... In other words this ""app"" is actually click bait for their website to try and sell you additional services. Nice to see Ramsey has turned to the dark side"
1931,"Not a easy app to work wont let you change due dates, add income etc"
1932,Absolutely my favorite budgeting app!!! EXCEPT the third party used to connect to banks does not have a consistent connection with Venmo. It does not transfer merchant information and You have to connect a couple of times before the transactions come through. AND ALSO MY CHASE ACCT has constant connectivity issues as well. I hate Mint interface but I have none of these issues over there
1933,It keeps showing 1 transaction 3 separate times
1934,"App is pretty good, but the ""Plus"" service doesn't work reliably with my bank, causing all kinds of errors and making budgeting very difficult. Asked for a refund because of how badly it had performed over the course of the year, support denied my request because it was outside of their 30-day return window... it worked okay at first but after the first month it was terrible! Very sad that they wouldn't help me out, as my financial situation has been tough this past year. Did more harm than good"
1935,Downloaded it signed up but never received the link to confirm my email tried it three times check my SPAM folder my social folder and nothing so it looks like I can't use the app
1936,App never saves my login info and crashes every 2 days causing me to redo my budget. No thanks.
1937,"This app is a joke. Had to request initial verification email four times. Then, once I tried to sign in it just kept spinning for 15 minutes."
1938,"Forget password link does not reset password, instead it brings you to the page that ask for password.... and the cycle goes on."
1939,Very basic functionality. There is no way to see monthly or yearly averages. The credit car and bank account syncing is very hit or miss. It works sometimes and not others. I often end up with duplicate entries. Anything with 2 factor authentication does not sync well at all. And some credit cards are not supported. I end up exporting all the data to excell to get monthly averages. I am going to give up and do all the tracking in excel since this app wastes more time than it saves.
1940,It won't even let me log in. I'll keep trying for a while but then I'll be Uninstaller. Very disappointed.
1941,Couldn't get it to work.
1942,A budgeting app that doesn't even budget except if you sign up for a subscription which is the exact opposite of what a budget is for.
1943,"Not worth using an app from a company that risks their employees lives during covid. Plus, Dave Ramsey stalks and harrasses ex-employees. I wish I new how awful this organization was a long time ago."
1944,"These guys are so far behind the curve for an app that's drowning in a saturated market. Really only does what other comparable apps do, but worse."
1945,Won't work
1946,"You have to ""sign up"" with an email and complex password."
1947,This app completely sucks and does not pull bank transactions. it just seems funny that it seems to work fine for your 14-day trial then all of the sudden after they charge me full price then I can't seem to get one full month of transactions to pull without contacting customer service. today is December 7th I have not had any transaction pulled onto my account since November 22nd. second time I have had to contact customer service for the same issue and of course there is no refunds.
1948,Makes no damn sense. It doesn't explain anything. How am I supposed to know how to use it???
1949,This app is very slippery Do not sign up It's a waste of money for what the service is.
1950,"Unable to sign in for days. The site keeps crashing, which is frustrating! I have other friends who report the same issue."
1951,I had this app a while ago and loved it. It was $10 a month to keep your bank synced. They now want 129 for the full suite of apps. I dont want to pay that.
1952,What a piece of Garbage app...right after you sign in for the first time the first question is great then the second question tryes to forces me to pick an option which none apply to me or am not allowed to continue and I'm not gonna be a fake Christian by lying.
1953,"We are canceling our subscription. (1) as other users said, the syncing with the bank is very glitchy (2) in the last year, there have been a total of 8 weeks where it wouldn't sync with the bank at all. (3) when it was down for 5-6 weeks in the spring, the support team said they would add 6 weeks to my membership. (4) they did not (5) it has been down another 2-3 weeks and (6) support team denies they ever agreed to lengthen my membership. **I paid to have it sync with my bank, but it won't**"
1954,I just paid for ramsey plus last week and now all of a sudden its telling me to sign up again and won't let me reconnect my bak account. There also was supposed to ve graphs to help track spending and i can't find them anywhere now. I want my money back.
1955,Cannot even log in with correct information
1956,"This app is a mess. Just recently, all my transactions for the month of November are all deleted! all budget lines are messed up!!! You guys need to fix this mess!"
1957,Takes you out of app to log in
1958,I've been trying to add my paychecks but it just won't add it up.
1959,"Much like other reviewers, I am extremely disappointed with how Everydollar has gone downhill. Can't connect to the bank, then it reconnects at some point and downloads doubles of all your transactions, giving you the huge task of sorting transactions you thought were already categorized and manually deleting doubles. Also some random transactions are still missing! Everydollar USED TO BE GOOD which is why this is so frustrating. It's basically unusable at this point. Does Dave know about this??"
1960,We never received the products we payed for.
1961,"AVOID. Paid $130 for Every Dollar +it is a total RIP off. App used to sync with my bank, now it doesn't. Their engineers have been ""working on it"" for 4 weeks. Dave would be disappointed with the customer service we received. Paid for it, can't use it, but no refund."
1962,"Straight up scam . Went and signed up for trial to Ramsey + and billed me right away . I always sign up for trials and immediately cancel and they still charged me immediately for $140 bucks . Stay away , now I need to battle with paypal and google to get my money back"
1963,Does not sync properly with my bank. I get duplicate and sometimes even more transactions which makes it very messy to track things. Im working with their support currently but it isnt looking good. I like Dave Ramsey and his teachings and have even taught a class but this is very disappointing. If we could get the software to work id be satisfied but they dont seem to want to work very hard to resolve this issue. Ill update my review if this becomes resolved. Otherwise id recommend staying away.
1964,Constantly have to sign in. Then password malfunctions.
1965,They charged me an unbelievable amount to use this app. I had already canceled and removed from my phone. Would like a refund.
1966,Do not work on my phone. Could not open.
1967,I wanted to like this app. I needed something to help me budget a little bit better. However it doesn't always work and then it logs me out and I have issues logging back in. At this point its more of a hassle then helpful.
1968,"I used to love this app. After the last upgrade, I noticed it was slower, but nothing concerning. Then, it started popping error messages every time I tried to record a transaction and crashing every time I was adding a new category. Of course I removed and re-installed it several times, nothing changed. Bugs escalated in severity until yesterday, when it logged out from my account by itself and deleted all the transaction of last two months. Switching to another app, so sorry though."
1969,"It was good until it stopped loading Bank transactions. I bank with two separate banks and one of them is fine, but my other bank (the one I use the most) stopped updating transactions since 17th June. It updates the account balances but doesn't show any transactions. I understand glitches happen but it's a long time for an issue to occur and still no fix."
1970,"The app was very very good and responsive before the major update was released. Now it takes a while to load and will eventually crash. Do improve on this as you've just ruined the experience of using your app which was already the best in the market. This app deserves all the 5 star rating it can get but after the major update, 1 star is more aptly deserved. Can't imagine what it feels like paying premium version for the app."
1971,"Working worse with every version. Since transition to the new ui the app is actually working worse with every update. Completely rebuilding it should mean that it will work better instead you provide broken functionality that you charge for and make it even more broken. Recent updates broke open banking functionality, it's like you are deliberately trying to make ppl not to use your app. Premium version has no use at the moment."
1972,"I don't write reviews usually, but this time I'm extremely disappointed with the new big release. I have been using Spendee since 2018. I have been contemplating to get the lifetime subscription but now I am glad I didn't after all. Need an alternative app now. 1) The app is dead slow now when opening, and this has made it difficult to record expenses fast. 2) The spending pie chart has shrunk and too small now. 3) The daily bars for an expense category is gone too."
1973,"This was a good app, i can recorder my expense without Internet, the response was fast , allow me to record the expense or check the record details fast. However the Spendee 5 really a horrible release. It required Internet and the loading is damaged slow. I had email to the support team without release my frustration here. However, the reply from the email was telling me not to keep follow up as this will slow down the fixing, after few months of waiting the slowness issue still there."
1974,"I used to love this app, was also a long term paid subscriber but idk why their services got bad since last year I've been struggling to use it, sometimes sync issues, sometimes load issues and no improvement in view even after so many ticket raises and emails. what has gone wrong with the developers? please work on it ASAP or you'll just lose all your users, if that's not what you want now."
1975,I've been using since 5 years ago for trx record and basic expenses analysis. Before update it worked flawlessly even on older devices. But with new updates it takes minutes just to record any trx. It takes forever to load & sync. Aren't the data stored offline and only sync at backend? Why is it so laggy? It actually has the gut to sell premium pack even when it can't load basic functions properly. I used to love this app and even recommend to friends. Now I HATE this app. I am switching!
1976,"I've been using this app for over 2 years and use to love the interface. after all the recent updates, the app takes forever to load and update and freezes quite often on me. I would not recommend, I will be switching to another budgeting app after 1 July this year."
1977,I can't use this app anymore because I changed my mobile and I'm trying to login to my account by Facebook but I got error message said: feature unavailable facebook login is currently unavailable for this app... any help ?? And anyway after last major update this app become worst and slower and need Internet to open !!!
1978,"Unfortunately the app is not getting better. I'm using it for years now. I hoped that it will be improved, but still lots of bugs. My yearly subscription would renew in next month, but probably I won't renew it and find another app."
1979,"I've just deleted my spendee account and uninstalled, after being a paid plus subscriber for 2 years. The app simply doesn't scale after 12 or so months of data are in and leads to ridiculously long load times on high end phones as well as on the web. This app looks professional but is built on a house of cards, which will topple once you've added a few hundred transactions... avoid."
1980,"Trying to upgrade but I dont see how. When I click the Upgrade link in the menu, it takes me to a page with the variois options bit there is no button or link to actuall upgrade...only information. I dont know if you have regional blocks but im in South Africa. Loading USA bank accounts, however."
1981,"I'm sorry but the app is not as good as it was before...and that's sad... I used it for 3 years+ but now it's slow, doesn't work offline, and it takes forever to open up. Using version 5.0.26. Moved to another app"
1982,Used to be great when it first started but has become a lot slower after a few updates (mid to late 2020) with the new interface. Quite difficult to use now.
1983,"Will not be renewing the subscription. This app has been absolutely destroyed. Buggy, and extremely slow to launch. Been using for well over 3 years. Will look at alternatives now."
1984,New update has made my app super slow: the Initializing Spendee takes ages everytime I open the app. Still the same. Slow loads times are painful while trying to add quick transactions -30 April 2021
1985,"Pretty slow app. Too many unwanted notification and there's noway to turn off, even I've subscribed the plus plan. At leaat two notification per day to ask me upgrade to premium plan."
1986,This app has always been flakey but it simply doesn't work anymore. Takes a long time to sync my main bank account and never syncs with my credit card.
1987,"It was a nice app before the big update but widgets are now long gone, not user friendly. So much time has passed but issues are still the same"
1988,"All my old entries are gone after updating and have no wallet indicated. I can no longer start a new wallet either despite my old one disappearing. Terrible, terrible app."
1989,Useless after update. Initializing the app takes 22minutes and still counting. It should be not rely on internet only. Uninstalling on both of my devices.
1990,Cant add transactions when connected online it keeps loading and do nothing
1991,"This version (5.0.26),the calculator can't use."
1992,"The app was really very good before. Update to version 5 is terrible. Very slow, UI less intuitive (adding tags requires more time/steps, mainly for rarely used tags), no widget, now only one tag in free version, problems in offline mode. Overall, everyday use is now annoying. From my point of view, the new version isn't good app in many aspects."
1993,"This newest update has made the app worse. It's ugly and for some reason all my data from last October and before is all erased??? Terrible. Make sure you export all your data cause you never know when Spendee will just decide to erase it all! Update: The newest update hasn't changed anything. Spendee still loads slowly and the UI is STILL ugly. Spendee is the perfect example of developers justifying their jobs by ""updating"" their software but nothing is broken!!! Leave the app alone!"
1994,"add transaction with image get error, pls fix, thanks"
1995,"Using since 5 years, and now will need to change if your update keeps remaining so buggy and so damn slow. Which app takes 30 seconds to start! It's become a pain to add expense now. PS After some 5 months it has become horrible to pathetic. Calendar is gone, can't even set up the date. Looks like these guys have killed the app and given up on it. They're now charging for exporting the entire backup (because of course people will get fed up and leave this painful app)"
1996,"Whit my total balance is cero?? i can't see the all year spending overview and the app is very slowly, 5 years using your app and now everything go to the waste"
1997,"The latest redesign made the app so slow its almost unusable. It takes at least 15s to ""initialize"" each time you start the app. In addition, simple hashtags got renamed to ""labels"" and now free version allows only 1 per transaction. Will be looking for a new app."
1998,"Pretty much unusable now since the new update. If you plan on using this for a long time to record your spendings, I'd reconsider. Ever since the update, the data that I have been recording everyday for the past 2 years got all messed up - there were suddenly a LOT of duplicates, making my total spending 5 times more than it actually is (I actually can't tell for sure if it's just 5 times more). Also, I've noticed old categories are now missing, so previous data are now floating without labels."
1999,"I've been using the app for nearly a year now and liked it very much. Since the update in December, there have been nothing but problems with the app. It lags, crashes, and doesn't save entries. The option to add to a transaction is also gone now. I get so frustrated as I installed it to help make managing my finances easier, but all I do is wait for every little thing to load, causing a waste of time and energy. I wish the glitches would finally get fixed so I can continue to use and recommend."
2000,"I have been a happy user for the better part of 5 years. But then Ver.5 was released and everything went downhill from there. The widget is not working anymore, it takes a lot of time to initialize the app, every single time. The hashtag option was brilliant for tracking and it was not character sensitive which was perfect; now we have labels, and from UX perspective it is horrendous to interact with. I wish there was a way to return to an older version and keep on having a fluid experience."
2001,"Been using the app for several years. It got very bad recently. It won't connect to the bank account to download transactions. The system keeps adding new categories, even though it should not, because I set all of them. Customer service is almost non existent and they don't love your problems. It is just not worth it. Keep looking for a more professional app."
2002,"The new version is very disappointing and not usable. The UI lags and is difficult to use. It takes 5 seconds to launch the app, 2 seconds for each operation, roughly half a minute to finish adding one transaction. The ""Work"" category icon cannot be displayed properly when adding a transaction. Hey, developer! Existing users are upset and have abandoned the app; then what kind of new users will download the app when they see an average 2.9 stars rating? Please bring back the old version!"
2003,"After using the premium version for 2 years, I've officially uninstalled this useless app. My balances have got to negative for some reason and a lot of transactions are missing. It is slow, unstable, and it can't even save your data properly. Do not, under any circumstances, consider this useless app. It takes a lot for me to actually bother to review an app but spendee is just that bad."
2004,"UI is awful. Everything is clumsy, animations are slow and weird. Something just doesn't work at all, like manually editing wallet in settings: you just can't enter the amount because of ugly scientific notation or something. So, I just can't start using the app at all. The first time I open the app, a subscription screens is shown to me and I'm like ""Whaat?"". Looks like you hired a couple of junior devs and they messed up everything, using non-native framework. I hope it's not Flutter."
